Turbidity
0.67
0.69
0.67
0.66
0.67
0.73
0.8
0.86
1.12
1.53
1.94
2.09
2.96
4.88
6.6
9.99
13.41
12.2
12.28
12.08
11.32
10.64
9.93
9.44
8.88
8.88
7.94
7.92
7.71
7.48
7.2
7.12
7.04
6.74
6.67
6.56
6.57
6.3
6.06
5.72
5.37
5.13
4.76
4.38
4.56
4.83
4.95
4.97
5.47
5.45
5.3
5.63
5.75
5.67
5.64
5.33
5.29
5.15
5.66
5.83
6.3
6.26
6.11
5.74
5.81
6.32
6.23
6.44
6.65
5.91
5.97
5.57
5.11
4.86
4.45
4.11
3.82
3.32
3.27
3.18
2.98
2.69
2.47
2.3
2.21
2.13
2.15
2.04
2.11
2.22
2.12
2.06
2.1
2.04
1.89
1.76
1.79
1.73
1.67
1.54
1.5
1.42
0.61
0.62
0.65
0.82
0.7
0.67
0.79
0.92
1.01
0.99
1.05
1.04
1.18
1.45
1.52
1.56
1.78
1.78
1.83
1.95
2.13
2.32
2.71
2.87
2.88
3.41
3.36
3.56
3.5
3.48
3.78
3.87
4.38
4.82
5.23
5.7
5.88
6.72
7.05
6.92
7.02
6.65
6.56
6.54
6.5
6.85
6.71
6.79
7
7.55
7.32
7.37
7.35
7.32
7.75
7.61
8.27
8.82
8.94
8.75
9.33
9.19
9
9.12
9.02
8.64
8.56
8.23
8.06
7.64
7.56
7.29
7.46
7.08
6.92
6.58
6.19
5.84
5.75
5.45
5.01
5.13
4.8
4.72
4.5
4.32
4.06
3.92
3.67
3.49
3.43
3.34
3.26
2.95
2.78
2.56
2.39
2.27
2.21
2.11
2.13
2.14
2.06
1.97
1.98
1.99
